Nivel,Número de Vacantes,OPEC,Asignación salarial,Experiencia,Dependencias ,Estudio
Profesional,2,229121,6188097,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: BOYACA- CENTRO DE DESARROLLO AGROPECUARIO Y AGROINDUSTRIAL,  Municipio: Duitama, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229122,6188097,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: BOYACA- CENTRO MINERO,  Municipio: Sogamoso, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   ANTROPOLOGIA Y ARTES LIBERALES
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   BACTERIOLOGIA
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   COMUNICACION SOCIAL, PERIODISMO Y AFINES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   MEDICINA
 ,O, NBC:   ODONTOLOGIA
 ,O, NBC:   OTRAS INGENIERIAS
 ,O, NBC:   QUIMICA Y AFINES
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS
 ,O, NBC:   ZOOTECNIA.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229123,9095760,Treinta(30) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: BOYACA- CENTRO DE GESTION ADMINISTRATIVA Y FORTALECIMIENTO EMPRESARIAL,  Municipio: Tunja, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   ZOOTECNIA.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,5,229124,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de actividad física y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: VALLE-CENTRO DE GESTIÓN TECNOLÓGICA DE SERVICIOS,  Municipio: Cali, Total vacantes: 1","Título de PROFESIONAL en NBC: DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   EDUCACION."
Instructor,16,229126,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de construcción y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: TOLIMA-CENTRO DE INDUSTRIA Y CONSTRUCCIÓN,  Municipio: Ibagué, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   DISENO
 ,O, NBC:   INGENIERIA CIVIL Y AFINES."
Instructor,4,229127,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de contenidos digitales y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO PARA LA INDUSTRIA DE LA COMUNICACION GRAFICA,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES."
Instructor,3,229128,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de cultura física y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: SANTANDER-CENTRO INDUSTRIAL Y DEL DESARROLLO TECNOLÓGICO,  Municipio: Barrancabermeja, Total vacantes: 1","Título de PROFESIONAL en NBC: DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   EDUCACION."
Instructor,4,229129,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de gestión administrativa y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA.","Dependencia: ANTIOQUIA-CENTRO DE FORMACIÓN MINERO AMBIENTAL,  Municipio: El Bagre, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   SIN CLASIFICAR."
Instructor,5,229130,4065092,"Doce(12) meses de EXPERIENCIA DOCENTE, 
 Y, Doce(12) meses de EXPERIENCIA RELACIONADA, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de diseño gráfico y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: VALLE-CENTRO DE ELECTRICIDAD Y AUTOMATIZACION INDUSTRIAL CEAI,  Municipio: Cali, Total vacantes: 1","Título de PROFESIONAL en NBC: DISENO
 ,O, NBC:   OTROS PROGRAMAS ASOCIADOS A BELLAS ARTES."
Instructor,1,229131,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de finanzas y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: VALLE-CENTRO DE GESTIÓN TECNOLÓGICA DE SERVICIOS,  Municipio: Cali, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   SIN CLASIFICAR."
Instructor,3,229132,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de gestión de mercados y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ANTIOQUIA- CENTRO DE FORMACION EN DISEÑO, CONFECCION Y MODA,  Municipio: Itagüí, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   PUBLICIDAD Y AFINES
 ,O, NBC:   SIN CLASIFICAR."
Instructor,1,229134,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de gestión documental y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL CENTRO DE GESTIÓN ADMINISTRATIVA,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   GEOGRAFIA, HISTORIA
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   SIN CLASIFICAR."
Instructor,2,229136,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mecatrónica automotriz y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: VALLE-CENTRO DE DISEÑO TECNOLÓGICO INDUSTRIAL,  Municipio: Cali, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,1,229137,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mantenimiento electromecánico de equipo pesado y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA.","Dependencia: SANTANDER-CENTRO INDUSTRIAL DE MANTENIMIENTO INTEGRAL,  Municipio: Girón, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA MECANICA Y AFINES
 ,O, NBC:   OTRAS INGENIERIAS."
Instructor,7,229138,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de mecatrónica y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ARAUCA- CENTRO DE GESTION Y DESARROLLO AGROINDUSTRIAL DE ARAUCA,  Municipio: Arauca, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,5,229140,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de experiencia relacionada con el ejercicio  producción audiovisual  y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO DE FORMACION EN ACTIVIDAD FISICA Y CULTURA,  Municipio: Bogotá D.C., Total vacantes: 2","Título de PROFESIONAL en NBC: ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   COMUNICACION SOCIAL, PERIODISMO Y AFINES."
Instructor,3,229141,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de obras civiles y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: CORDOBA- CENTRO AGROPECUARIO Y DE BIOTECNOLOGIA EL PORVENIR,  Municipio: Montería, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   INGENIERIA CIVIL Y AFINES."
Instructor,1,229142,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de patronaje y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: SANTANDER-CENTRO INDUSTRIAL DEL DISEÑO Y LA MANUFACTURA,  Municipio: Floridablanca, Total vacantes: 1",Título de PROFESIONAL en NBC: DISENO.
Instructor,2,229144,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de redes cableadas para telecomunicaciones y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES,  Municipio: Bogotá D.C., Total vacantes: 2","Título de PROFESIONAL en NBC: INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES."
Instructor,3,229145,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de riego y drenajes agrícolas y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA.","Dependencia: TOLIMA-CENTRO AGROPECUARIO LA GRANJA,  Municipio: Espinal, Total vacantes: 1","Título de PROFESIONAL en NBC: AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES."
Instructor,6,229146,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de producción especies menores y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: CAUCA-CENTRO AGROPECUARIO,  Municipio: Popayán, Total vacantes: 2","Título de PROFESIONAL en NBC: AGRONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ZOOTECNIA."
Instructor,4,229147,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de sistema integrado de gestión y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL-CENTRO DE GESTIÓN INDUSTRIAL,  Municipio: Bogotá D.C., Total vacantes: 3","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES."
Instructor,6,229148,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de soldadura y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: ANTIOQUIA- CENTRO DE TECNOLOGÍA DE LA MANUFACTURA AVANZADA,  Municipio: Medellín, Total vacantes: 1","Título de PROFESIONAL en NBC: INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   OTRAS INGENIERIAS."
Profesional,2,229149,5848204,Seis(6) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: ANTIOQUIA- CENTRO DE COMERCIO,  Municipio: Medellín, Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES Disciplina Académica: RELACIONES INTERNACIONALES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Instructor,7,229150,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de uso final de la energía eléctrica y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL- CENTRO DE ELECTRICIDAD, ELECTRONICA Y TELECOMUNICACIONES,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: EDUCACION
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES."
Instructor,6,229151,4065092,"Doce(12) meses de EXPERIENCIA RELACIONADA, 
 Y, Doce(12) meses de EXPERIENCIA DOCENTE, 
 O, Doce(12) meses de Experiencia relacionada con el ejercicio de servicios farmacéuticos y acreditar la totalidad de las catorce (14) certificaciones de la ruta formativa en “Competencias Integrales para la Cualificación del Instructor SENA","Dependencia: DISTRITO CAPITAL-CENTRO FORMACIÓN DE TALENTO HUMANO EN SALUD,  Municipio: Bogotá D.C., Total vacantes: 3","Título de PROFESIONAL en NBC: BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   QUIMICA Y AFINES."
Técnico,5,229152,3914015,Seis(6) meses de EXPERIENCIA RELACIONADA,"Dependencia: DISTRITO CAPITAL CENTRO DE GESTIÓN ADMINISTRATIVA,  Municipio: Bogotá D.C., Total vacantes: 1","Título de FORMACION TECNICA PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   SALUD PUBLICA
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS."
Técnico,1,229153,4161378,Nueve(9) meses de EXPERIENCIA RELACIONADA,"Dependencia: HUILA-CENTRO DE LA INDUSTRIA, LA EMPRESA Y LOS SERVICIOS,  Municipio: Neiva, Total vacantes: 1","Título de TECNOLOGICA en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES."
Profesional,1,229154,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: DIRECCIÓN GENERAL-DIRECCIÓN ADMINISTRATIVA Y FINANCIERA,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ARQUITECTURA
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,5,229155,5175240,NO REQUIERE EXPERIENCIA,"Dependencia: DISTRITO CAPITAL-CENTRO METALMECÁNICO,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   ARQUITECTURA
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   ECONOMIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Profesional,1,229156,6188097,Doce(12) meses de EXPERIENCIA PROFESIONAL RELACIONADA,"Dependencia: DISTRITO CAPITAL- CENTRO NACIONAL DE HOTELERIA, TURISMO Y ALIMENTOS,  Municipio: Bogotá D.C., Total vacantes: 1","Título de PROFESIONAL en NBC: ADMINISTRACION
 ,O, NBC:   AGRONOMIA
 ,O, NBC:   ARTES PLASTICAS, VISUALES Y AFINES
 ,O, NBC:   BACTERIOLOGIA
 ,O, NBC:   BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS
 ,O, NBC:   BIOLOGIA, MICROBIOLOGIA Y AFINES
 ,O, NBC:   CIENCIA POLITICA, RELACIONES INTERNACIONALES
 ,O, NBC:   COMUNICACION SOCIAL, PERIODISMO Y AFINES
 ,O, NBC:   CONTADURIA PUBLICA
 ,O, NBC:   DEPORTES, EDUCACION FISICA Y RECREACION
 ,O, NBC:   DERECHO Y AFINES
 ,O, NBC:   DISENO
 ,O, NBC:   ECONOMIA
 ,O, NBC:   EDUCACION
 ,O, NBC:   ENFERMERIA
 ,O, NBC:   INGENIERIA ADMINISTRATIVA Y AFINES
 ,O, NBC:   INGENIERIA AGRICOLA, FORESTAL Y AFINES
 ,O, NBC:   INGENIERIA AGROINDUSTRIAL, ALIMENTOS Y AFINES
 ,O, NBC:   INGENIERIA AGRONOMICA, PECUARIA Y AFINES
 ,O, NBC:   INGENIERIA AMBIENTAL, SANITARIA Y AFINES
 ,O, NBC:   INGENIERIA BIOMEDICA Y AFINES
 ,O, NBC:   INGENIERIA CIVIL Y AFINES
 ,O, NBC:   INGENIERIA DE MINAS, METALURGIA Y AFINES
 ,O, NBC:   INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES
 ,O, NBC:   INGENIERIA INDUSTRIAL Y AFINES
 ,O, NBC:   INGENIERIA MECANICA Y AFINES
 ,O, NBC:   INGENIERIA QUIMICA Y AFINES
 ,O, NBC:   LENGUAS MODERNAS, LITERATURA, LINGUISTICA Y AFINES
 ,O, NBC:   MATEMATICAS, ESTADISTICA Y AFINES
 ,O, NBC:   MEDICINA
 ,O, NBC:   MEDICINA VETERINARIA
 ,O, NBC:   ODONTOLOGIA
 ,O, NBC:   OTRAS INGENIERIAS
 ,O, NBC:   OTROS PROGRAMAS ASOCIADOS A BELLAS ARTES
 ,O, NBC:   PSICOLOGIA
 ,O, NBC:   QUIMICA Y AFINES
 ,O, NBC:   SOCIOLOGIA, TRABAJO SOCIAL Y AFINES
 ,O, NBC:   TERAPIAS
 ,O, NBC:   ZOOTECNIA.

Titulo de postgrado en la modalidad de ESPECIALIZACION EN AREAS RELACIONADAS CON LAS FUNCIONES DEL EMPLEO."
Técnico,1,229157,4161378,Nueve(9) meses de EXPERIENCIA RELACIONADA,"Dependencia: VALLE-CENTRO DE DISEÑO TECNOLÓGICO INDUSTRIAL,  Municipio: Cali, Total vacantes: 1","Título de TECNOLOGICA en NBC: INGENIERIA DE SISTEMAS, TELEMATICA Y AFINES
 ,O, NBC:   INGENIERIA ELECTRONICA, TELECOMUNICACIONES Y AFINES."
